,Team,Season Year,Player 01,Player 02,Player 03,Player 04,Player 05,Player 06,Player 07,Player 08,Player 09,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
19512,SAS,2017,LaMarcus Aldridge,Kawhi Leonard,Tony Parker,Danny Green,Dewayne Dedmon,Pau Gasol,Manu Ginóbili,Patty Mills,David Lee,Jonathon Simmons,Kyle Anderson,,,,
19513,LAC,2017,Blake Griffin,DeAndre Jordan,Chris Paul,J.J. Redick,Luc Mbah a Moute,Austin Rivers,Jamal Crawford,Marreese Speights,Raymond Felton,Brandon Bass,,,,,
19514,UTA,2017,Gordon Hayward,George Hill,Rudy Gobert,Derrick Favors,Rodney Hood,Joe Johnson,Joe Ingles,Dante Exum,Alec Burks,Boris Diaw,,,,,
19515,MIL,2017,Giannis Antetokounmpo,Michael Beasley,Tony Snell,Matthew Dellavedova,Thon Maker,Khris Middleton,Malcolm Brogdon,Greg Monroe,Jason Terry,John Henson,Rashad Vaughn,,,,
19516,DAL,2017,Harrison Barnes,Seth Curry,Wesley Matthews,Yogi Ferrell,Dirk Nowitzki,Salah Mejri,Devin Harris,Dorian Finney-Smith,Nicolás Brussino,Dwight Powell,,,,,
19517,MIN,2017,Karl-Anthony Towns,Andrew Wiggins,Ricky Rubio,Gorgui Dieng,Brandon Rush,Tyus Jones,Shabazz Muhammad,Nemanja Bjelica,Kris Dunn,Cole Aldrich,,,,,
19518,LAL,2017,Brandon Ingram,D'Angelo Russell,Julius Randle,Nick Young,Tarik Black,Jordan Clarkson,Ivica Zubac,Larry Nance Jr.,Luol Deng,Corey Brewer,,,,,
19519,OKC,2017,Russell Westbrook,Steven Adams,Andre Roberson,Álex Abrines,Domantas Sabonis,Taj Gibson,Jerami Grant,Enes Freedom,Doug McDermott,Semaj Christon,,,,,
19520,WAS,2017,Bradley Beal,John Wall,Otto Porter Jr.,Marcin Gortat,Markieff Morris,Kelly Oubre Jr.,Bojan Bogdanović,Trey Burke,Ian Mahinmi,Jason Smith,,,,,
19521,PHI,2017,Robert Covington,Dario Šarić,Gerald Henderson,T.J. McConnell,Jahlil Okafor,Richaun Holmes,Nik Stauskas,Sergio Rodríguez,Timothé Luwawu-Cabarrot,,,,,,
19522,BOS,2017,Isaiah Thomas,Jae Crowder,Al Horford,Jaylen Brown,Amir Johnson,Marcus Smart,Jonas Jerebko,Terry Rozier,Kelly Olynyk,James Young,,,,,
19523,TOR,2017,DeMar DeRozan,Cory Joseph,Serge Ibaka,DeMarre Carroll,Jonas Valančiūnas,P.J. Tucker,Patrick Patterson,Norman Powell,Delon Wright,Lucas Nogueira,,,,,
19524,CHI,2017,Jimmy Butler,Dwyane Wade,Robin Lopez,Bobby Portis,Jerian Grant,Nikola Mirotić,Rajon Rondo,Cristiano Felício,Denzel Valentine,Cameron Payne,Joffrey Lauvergne,,,,
19525,CLE,2017,Kyrie Irving,Channing Frye,Tristan Thompson,Richard Jefferson,Iman Shumpert,Kyle Korver,James Jones,Derrick Williams,Kay Felder,DeAndre Liggins,,,,,
19526,NOP,2017,Anthony Davis,Jrue Holiday,Solomon Hill,DeMarcus Cousins,Hollis Thompson,Jarrett Jack,Dante Cunningham,Reggie Williams,Tim Frazier,,,,,,
19527,DAL,2017,Seth Curry,Harrison Barnes,Wesley Matthews,Yogi Ferrell,Dirk Nowitzki,Nerlens Noel,Dorian Finney-Smith,Devin Harris,Salah Mejri,,,,,,
19528,BRK,2017,Brook Lopez,Joe Harris,Rondae Hollis-Jefferson,Randy Foye,Jeremy Lin,Sean Kilpatrick,Spencer Dinwiddie,Trevor Booker,Isaiah Whitehead,Justin Hamilton,K.J. McDaniels,,,,
19529,GSW,2017,Stephen Curry,Klay Thompson,Patrick McCaw,Draymond Green,Zaza Pachulia,Andre Iguodala,Ian Clark,Shaun Livingston,James Michael McAdoo,David West,JaVale McGee,Briante Weber,Kevon Looney,,
19530,MIN,2017,Karl-Anthony Towns,Andrew Wiggins,Gorgui Dieng,Brandon Rush,Ricky Rubio,Tyus Jones,Kris Dunn,Nemanja Bjelica,Shabazz Muhammad,,,,,,
19531,HOU,2017,James Harden,Trevor Ariza,Patrick Beverley,Ryan Anderson,Clint Capela,Eric Gordon,Lou Williams,Nenê,Sam Dekker,Montrezl Harrell,,,,,
19532,IND,2017,Jeff Teague,Myles Turner,C.J. Miles,Thaddeus Young,Paul George,Monta Ellis,Glenn Robinson III,Rodney Stuckey,Lavoy Allen,Rakeem Christmas,,,,,
19533,MIA,2017,Hassan Whiteside,Dion Waiters,Goran Dragić,Rodney McGruder,Luke Babbitt,Tyler Johnson,James Johnson,Wayne Ellington,Josh Richardson,Willie Reed,Okaro White,,,,
19534,PHI,2017,Dario Šarić,Robert Covington,T.J. McConnell,Gerald Henderson,Jahlil Okafor,Nik Stauskas,Richaun Holmes,Sergio Rodríguez,Timothé Luwawu-Cabarrot,Justin Anderson,,,,,
19535,NYK,2017,Carmelo Anthony,Lance Thomas,Derrick Rose,Courtney Lee,Willy Hernangómez,Kyle O'Quinn,Justin Holiday,Mindaugas Kuzminskas,Brandon Jennings,,,,,,
19536,ATL,2017,Tim Hardaway Jr.,Paul Millsap,Dwight Howard,Kent Bazemore,Malcolm Delaney,Dennis Schröder,Taurean Prince,Ersan İlyasova,Thabo Sefolosha,DeAndre' Bembry,Mike Muscala,,,,
19537,ORL,2017,Terrence Ross,Evan Fournier,Nikola Vučević,Elfrid Payton,Aaron Gordon,Mario Hezonja,Jeff Green,D.J. Augustin,Bismack Biyombo,C.J. Wilcox,Damjan Rudež,Stephen Zimmerman,,,
19538,CHO,2017,Frank Kaminsky,Marvin Williams,Kemba Walker,Nicolas Batum,Michael Kidd-Gilchrist,Marco Belinelli,Jeremy Lamb,Brian Roberts,Christian Wood,,,,,,
19539,SAC,2017,Ben McLemore,Darren Collison,Tyreke Evans,Anthony Tolliver,Kosta Koufos,Willie Cauley-Stein,Buddy Hield,Skal Labissière,Ty Lawson,Langston Galloway,Georgios Papagiannis,,,,
19540,MEM,2017,Marc Gasol,Mike Conley,JaMychal Green,Tony Allen,Chandler Parsons,Vince Carter,Zach Randolph,Toney Douglas,Troy Daniels,,,,,,
19541,DEN,2017,Wilson Chandler,Danilo Gallinari,Gary Harris,Nikola Jokić,Jameer Nelson,Will Barton,Mason Plumlee,Jamal Murray,Darrell Arthur,,,,,,
19542,BOS,2017,Al Horford,Isaiah Thomas,Jae Crowder,Jaylen Brown,Amir Johnson,Marcus Smart,Kelly Olynyk,Terry Rozier,Jonas Jerebko,James Young,Tyler Zeller,,,,
19543,DET,2017,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Reggie Jackson,Jon Leuer,Tobias Harris,Ish Smith,Aron Baynes,Stanley Johnson,,,,,,
19544,CHO,2017,Nicolas Batum,Kemba Walker,Marvin Williams,Frank Kaminsky,Michael Kidd-Gilchrist,Jeremy Lamb,Christian Wood,Marco Belinelli,Brian Roberts,Treveon Graham,,,,,
19545,LAC,2017,DeAndre Jordan,Blake Griffin,Chris Paul,J.J. Redick,Luc Mbah a Moute,Austin Rivers,Jamal Crawford,Raymond Felton,Marreese Speights,Wesley Johnson,Alan Anderson,,,,
19546,SAS,2017,Kawhi Leonard,LaMarcus Aldridge,Dewayne Dedmon,Tony Parker,Danny Green,David Lee,Manu Ginóbili,Pau Gasol,Patty Mills,Jonathon Simmons,Kyle Anderson,Dejounte Murray,Dāvis Bertāns,,
19547,LAL,2017,Brandon Ingram,D'Angelo Russell,Julius Randle,Nick Young,Tarik Black,Jordan Clarkson,Ivica Zubac,Thomas Robinson,Larry Nance Jr.,Luol Deng,Corey Brewer,Tyler Ennis,,,
19548,PHO,2017,T.J. Warren,Devin Booker,Eric Bledsoe,Marquese Chriss,Alex Len,Alan Williams,Jared Dudley,Leandro Barbosa,Tyler Ulis,Derrick Jones Jr.,,,,,
19549,MIL,2017,Giannis Antetokounmpo,Tony Snell,Khris Middleton,Matthew Dellavedova,Thon Maker,Greg Monroe,Malcolm Brogdon,Michael Beasley,Jason Terry,Mirza Teletović,,,,,
19550,NOP,2017,Jrue Holiday,Anthony Davis,Solomon Hill,Hollis Thompson,DeMarcus Cousins,E'Twaun Moore,Donatas Motiejūnas,Dante Cunningham,Tim Frazier,Alexis Ajinça,,,,,
19551,OKC,2017,Russell Westbrook,Álex Abrines,Andre Roberson,Steven Adams,Domantas Sabonis,Enes Freedom,Doug McDermott,Taj Gibson,Jerami Grant,Semaj Christon,,,,,
19552,POR,2017,Damian Lillard,Maurice Harkless,CJ McCollum,Jusuf Nurkić,Noah Vonleh,Allen Crabbe,Al-Farouq Aminu,Meyers Leonard,Shabazz Napier,,,,,,
19553,TOR,2017,DeMar DeRozan,Serge Ibaka,Cory Joseph,DeMarre Carroll,Jonas Valančiūnas,P.J. Tucker,Patrick Patterson,Delon Wright,Norman Powell,Lucas Nogueira,Jakob Poeltl,,,,
19554,UTA,2017,Gordon Hayward,George Hill,Rudy Gobert,Rodney Hood,Derrick Favors,Joe Johnson,Joe Ingles,Boris Diaw,Dante Exum,Alec Burks,,,,,
19555,WAS,2017,Otto Porter Jr.,John Wall,Bradley Beal,Markieff Morris,Marcin Gortat,Bojan Bogdanović,Ian Mahinmi,Kelly Oubre Jr.,Tomáš Satoranský,Trey Burke,,,,,
19556,ATL,2017,Paul Millsap,Dennis Schröder,Dwight Howard,Kent Bazemore,Thabo Sefolosha,Taurean Prince,Tim Hardaway Jr.,Malcolm Delaney,Ersan İlyasova,Mike Muscala,DeAndre' Bembry,Ryan Kelly,,,
19557,BOS,2017,Jae Crowder,Isaiah Thomas,Al Horford,Amir Johnson,Avery Bradley,Marcus Smart,Jaylen Brown,Terry Rozier,Jonas Jerebko,Kelly Olynyk,Tyler Zeller,Jordan Mickey,James Young,,
19558,MIL,2017,Giannis Antetokounmpo,Tony Snell,Matthew Dellavedova,Michael Beasley,Thon Maker,Malcolm Brogdon,Jason Terry,John Henson,Greg Monroe,Rashad Vaughn,Mirza Teletović,,,,
19559,CLE,2017,LeBron James,Kyrie Irving,Tristan Thompson,Iman Shumpert,Richard Jefferson,Kyle Korver,Derrick Williams,Channing Frye,,,,,,,
19560,MIA,2017,Hassan Whiteside,Goran Dragić,Dion Waiters,Rodney McGruder,Luke Babbitt,James Johnson,Tyler Johnson,Wayne Ellington,Okaro White,Josh Richardson,,,,,
19561,DAL,2017,Seth Curry,Harrison Barnes,Wesley Matthews,Yogi Ferrell,Dirk Nowitzki,Nerlens Noel,Quinn Cook,Dorian Finney-Smith,Devin Harris,Dwight Powell,Salah Mejri,,,,
19562,IND,2017,Jeff Teague,Paul George,Myles Turner,Thaddeus Young,C.J. Miles,Monta Ellis,Rodney Stuckey,Lavoy Allen,Rakeem Christmas,Glenn Robinson III,,,,,
19563,HOU,2017,James Harden,Trevor Ariza,Patrick Beverley,Clint Capela,Ryan Anderson,Lou Williams,Eric Gordon,Nenê,Sam Dekker,Montrezl Harrell,,,,,
19564,TOR,2017,DeMar DeRozan,Serge Ibaka,Cory Joseph,DeMarre Carroll,Jonas Valančiūnas,P.J. Tucker,Norman Powell,Patrick Patterson,Delon Wright,Fred VanVleet,,,,,
19565,NYK,2017,Courtney Lee,Derrick Rose,Carmelo Anthony,Willy Hernangómez,Lance Thomas,Ron Baker,Justin Holiday,Kyle O'Quinn,Maurice Ndour,Sasha Vujačić,Mindaugas Kuzminskas,,,,
19566,GSW,2017,Draymond Green,Klay Thompson,Stephen Curry,Kevin Durant,Zaza Pachulia,Andre Iguodala,Shaun Livingston,David West,Ian Clark,Patrick McCaw,James Michael McAdoo,JaVale McGee,Kevon Looney,,
19567,PHI,2017,Dario Šarić,Robert Covington,Gerald Henderson,T.J. McConnell,Jahlil Okafor,Sergio Rodríguez,Richaun Holmes,Nik Stauskas,Timothé Luwawu-Cabarrot,Justin Anderson,,,,,
19568,MIN,2017,Karl-Anthony Towns,Andrew Wiggins,Ricky Rubio,Gorgui Dieng,Brandon Rush,Nemanja Bjelica,Tyus Jones,Kris Dunn,Shabazz Muhammad,Cole Aldrich,,,,,
19569,SAC,2017,Ty Lawson,Willie Cauley-Stein,Darren Collison,Kosta Koufos,Ben McLemore,Buddy Hield,Tyreke Evans,Anthony Tolliver,Skal Labissière,Langston Galloway,Georgios Papagiannis,,,,
19570,DEN,2017,Gary Harris,Nikola Jokić,Danilo Gallinari,Jameer Nelson,Wilson Chandler,Will Barton,Mason Plumlee,Jamal Murray,Juancho Hernangómez,Roy Hibbert,Mike Miller,,,,
19571,CHI,2017,Jimmy Butler,Dwyane Wade,Bobby Portis,Robin Lopez,Jerian Grant,Denzel Valentine,Rajon Rondo,Nikola Mirotić,Cameron Payne,Cristiano Felício,Joffrey Lauvergne,Anthony Morrow,,,
19572,POR,2017,CJ McCollum,Damian Lillard,Maurice Harkless,Jusuf Nurkić,Noah Vonleh,Allen Crabbe,Al-Farouq Aminu,Meyers Leonard,Shabazz Napier,,,,,,
19573,DET,2017,Kentavious Caldwell-Pope,Marcus Morris,Andre Drummond,Reggie Jackson,Jon Leuer,Ish Smith,Stanley Johnson,Tobias Harris,Aron Baynes,,,,,,
19574,CHO,2017,Nicolas Batum,Frank Kaminsky,Kemba Walker,Marvin Williams,Michael Kidd-Gilchrist,Marco Belinelli,Jeremy Lamb,Cody Zeller,Brian Roberts,,,,,,
19575,LAL,2017,Brandon Ingram,D'Angelo Russell,Julius Randle,Nick Young,Tarik Black,Jordan Clarkson,Larry Nance Jr.,Corey Brewer,Ivica Zubac,David Nwaba,Tyler Ennis,,,,
19576,PHO,2017,Devin Booker,T.J. Warren,Marquese Chriss,Eric Bledsoe,Alex Len,Alan Williams,Tyler Ulis,Leandro Barbosa,Jared Dudley,Derrick Jones Jr.,Ronnie Price,,,,
19577,MEM,2017,Mike Conley,Marc Gasol,Tony Allen,Chandler Parsons,JaMychal Green,Zach Randolph,Toney Douglas,James Ennis III,Brandan Wright,Troy Daniels,Deyonta Davis,Andrew Harrison,Vince Carter,,
19578,UTA,2017,George Hill,Gordon Hayward,Rudy Gobert,Rodney Hood,Derrick Favors,Joe Johnson,Joe Ingles,Alec Burks,Boris Diaw,Dante Exum,,,,,
19579,OKC,2017,Russell Westbrook,Andre Roberson,Steven Adams,Álex Abrines,Domantas Sabonis,Enes Freedom,Taj Gibson,Doug McDermott,Jerami Grant,Semaj Christon,,,,,
19580,GSW,2017,Draymond Green,Klay Thompson,Stephen Curry,Zaza Pachulia,Kevin Durant,Andre Iguodala,Shaun Livingston,Patrick McCaw,David West,James Michael McAdoo,JaVale McGee,Ian Clark,,,
19581,WAS,2017,John Wall,Bradley Beal,Otto Porter Jr.,Markieff Morris,Marcin Gortat,Bojan Bogdanović,Kelly Oubre Jr.,Ian Mahinmi,Tomáš Satoranský,,,,,,
19582,DAL,2017,Harrison Barnes,Seth Curry,Yogi Ferrell,Dirk Nowitzki,Dorian Finney-Smith,Nerlens Noel,Devin Harris,Quinn Cook,Salah Mejri,Dwight Powell,Nicolás Brussino,Ben Bentil,,,
19583,ATL,2017,Paul Millsap,Dennis Schröder,Dwight Howard,Thabo Sefolosha,Kent Bazemore,Ersan İlyasova,Tim Hardaway Jr.,Malcolm Delaney,Taurean Prince,,,,,,
19584,CLE,2017,LeBron James,Tristan Thompson,Kyrie Irving,Iman Shumpert,Channing Frye,Derrick Williams,Kyle Korver,Deron Williams,Richard Jefferson,,,,,,
19585,BOS,2017,Isaiah Thomas,Jae Crowder,Al Horford,Avery Bradley,Amir Johnson,Marcus Smart,Jaylen Brown,Kelly Olynyk,Jonas Jerebko,Terry Rozier,Tyler Zeller,,,,
19586,HOU,2017,James Harden,Trevor Ariza,Patrick Beverley,Ryan Anderson,Clint Capela,Eric Gordon,Nenê,Lou Williams,Sam Dekker,,,,,,
19587,LAC,2017,Chris Paul,DeAndre Jordan,Blake Griffin,J.J. Redick,Luc Mbah a Moute,Austin Rivers,Raymond Felton,Jamal Crawford,Brandon Bass,Marreese Speights,Wesley Johnson,Alan Anderson,,,
19588,PHI,2017,T.J. McConnell,Dario Šarić,Robert Covington,Jahlil Okafor,Gerald Henderson,Justin Anderson,Nik Stauskas,Richaun Holmes,Timothé Luwawu-Cabarrot,Sergio Rodríguez,,,,,
19589,MIA,2017,Dion Waiters,Goran Dragić,Luke Babbitt,Hassan Whiteside,Rodney McGruder,Tyler Johnson,James Johnson,Okaro White,Wayne Ellington,Josh Richardson,,,,,
19590,DEN,2017,Wilson Chandler,Gary Harris,Danilo Gallinari,Jamal Murray,Nikola Jokić,Will Barton,Mason Plumlee,Emmanuel Mudiay,Juancho Hernangómez,Darrell Arthur,,,,,
19591,MIL,2017,Giannis Antetokounmpo,Malcolm Brogdon,Tony Snell,Thon Maker,Rashad Vaughn,Khris Middleton,Matthew Dellavedova,Greg Monroe,Jason Terry,John Henson,Mirza Teletović,Axel Toupane,,,
19592,DET,2017,Jon Leuer,Kentavious Caldwell-Pope,Reggie Jackson,Andre Drummond,Marcus Morris,Tobias Harris,Stanley Johnson,Ish Smith,Aron Baynes,Reggie Bullock,,,,,
19593,NOP,2017,Hollis Thompson,Anthony Davis,Dante Cunningham,Jrue Holiday,Solomon Hill,E'Twaun Moore,Alexis Ajinça,Tim Frazier,Jarrett Jack,Donatas Motiejūnas,Cheick Diallo,,,,
19594,NYK,2017,Carmelo Anthony,Courtney Lee,Kristaps Porziņģis,Derrick Rose,Lance Thomas,Kyle O'Quinn,Ron Baker,Justin Holiday,Mindaugas Kuzminskas,Chasson Randle,,,,,
19595,ORL,2017,Evan Fournier,Terrence Ross,Nikola Vučević,Aaron Gordon,Elfrid Payton,D.J. Augustin,Jeff Green,Bismack Biyombo,Mario Hezonja,,,,,,
19596,BRK,2017,Brook Lopez,Caris LeVert,Jeremy Lin,Rondae Hollis-Jefferson,Randy Foye,Spencer Dinwiddie,Trevor Booker,Joe Harris,Sean Kilpatrick,Isaiah Whitehead,Justin Hamilton,Quincy Acy,,,
19597,SAC,2017,Darren Collison,Arron Afflalo,Kosta Koufos,Skal Labissière,Ben McLemore,Ty Lawson,Anthony Tolliver,Buddy Hield,Willie Cauley-Stein,Tyreke Evans,,,,,
19598,IND,2017,Paul George,Myles Turner,Jeff Teague,C.J. Miles,Thaddeus Young,Monta Ellis,Lavoy Allen,Rodney Stuckey,Glenn Robinson III,Kevin Séraphin,Rakeem Christmas,,,,
19599,SAS,2017,Kawhi Leonard,LaMarcus Aldridge,Danny Green,Dejounte Murray,Dewayne Dedmon,Patty Mills,Manu Ginóbili,Pau Gasol,David Lee,Jonathon Simmons,Dāvis Bertāns,,,,
19600,WAS,2017,John Wall,Markieff Morris,Bradley Beal,Otto Porter Jr.,Marcin Gortat,Bojan Bogdanović,Kelly Oubre Jr.,Ian Mahinmi,Tomáš Satoranský,Jason Smith,Chris McCullough,Sheldon Mac,Daniel Ochefu,,
19601,TOR,2017,Serge Ibaka,DeMar DeRozan,DeMarre Carroll,Cory Joseph,Jonas Valančiūnas,P.J. Tucker,Patrick Patterson,Delon Wright,Norman Powell,Jakob Poeltl,Fred VanVleet,Pascal Siakam,,,
19602,MIN,2017,Karl-Anthony Towns,Andrew Wiggins,Ricky Rubio,Brandon Rush,Gorgui Dieng,Nemanja Bjelica,Shabazz Muhammad,Kris Dunn,Tyus Jones,Cole Aldrich,,,,,
19603,UTA,2017,Derrick Favors,Joe Ingles,Gordon Hayward,Rudy Gobert,George Hill,Dante Exum,Alec Burks,Joe Johnson,Trey Lyles,Jeff Withey,Raul Neto,Boris Diaw,,,
19604,GSW,2017,Klay Thompson,Stephen Curry,Draymond Green,Patrick McCaw,Zaza Pachulia,Andre Iguodala,Shaun Livingston,David West,Matt Barnes,JaVale McGee,Ian Clark,,,,
19605,CHI,2017,Jimmy Butler,Dwyane Wade,Bobby Portis,Robin Lopez,Jerian Grant,Cristiano Felício,Paul Zipser,Nikola Mirotić,Denzel Valentine,Rajon Rondo,Cameron Payne,,,,
19606,CHO,2017,Kemba Walker,Nicolas Batum,Frank Kaminsky,Michael Kidd-Gilchrist,Marvin Williams,Marco Belinelli,Cody Zeller,Jeremy Lamb,Brian Roberts,Johnny O'Bryant,Briante Weber,Treveon Graham,Christian Wood,,
19607,PHO,2017,Devin Booker,T.J. Warren,Eric Bledsoe,Marquese Chriss,Alex Len,Jared Dudley,Alan Williams,Tyler Ulis,Leandro Barbosa,Derrick Jones Jr.,,,,,
19608,OKC,2017,Russell Westbrook,Andre Roberson,Steven Adams,Domantas Sabonis,Álex Abrines,Doug McDermott,Taj Gibson,Enes Freedom,Jerami Grant,Norris Cole,,,,,
19609,POR,2017,Damian Lillard,Jusuf Nurkić,Maurice Harkless,CJ McCollum,Noah Vonleh,Al-Farouq Aminu,Allen Crabbe,Meyers Leonard,Pat Connaughton,Shabazz Napier,,,,,
19610,CLE,2017,LeBron James,Kyrie Irving,Tristan Thompson,Iman Shumpert,Channing Frye,Kyle Korver,Derrick Williams,Deron Williams,Richard Jefferson,,,,,,
19611,ATL,2017,Paul Millsap,Kent Bazemore,Dennis Schröder,Thabo Sefolosha,Dwight Howard,Tim Hardaway Jr.,Ersan İlyasova,Taurean Prince,Malcolm Delaney,,,,,,
19612,MEM,2017,Marc Gasol,Mike Conley,JaMychal Green,Chandler Parsons,Tony Allen,Zach Randolph,Vince Carter,Toney Douglas,Troy Daniels,James Ennis III,,,,,
19613,DAL,2017,Seth Curry,Harrison Barnes,Nerlens Noel,Dirk Nowitzki,Yogi Ferrell,Dorian Finney-Smith,Quinn Cook,Devin Harris,Salah Mejri,Nicolás Brussino,,,,,
19614,BOS,2017,Al Horford,Jae Crowder,Isaiah Thomas,Amir Johnson,Avery Bradley,Marcus Smart,Jaylen Brown,Jonas Jerebko,Kelly Olynyk,Terry Rozier,James Young,Jordan Mickey,,,
19615,LAL,2017,D'Angelo Russell,Julius Randle,Brandon Ingram,Tarik Black,Nick Young,Jordan Clarkson,Ivica Zubac,Larry Nance Jr.,David Nwaba,Tyler Ennis,Corey Brewer,,,,
19616,LAC,2017,Blake Griffin,DeAndre Jordan,J.J. Redick,Luc Mbah a Moute,Chris Paul,Austin Rivers,Jamal Crawford,Raymond Felton,Marreese Speights,Brandon Bass,Wesley Johnson,,,,
19617,MIL,2017,Khris Middleton,Giannis Antetokounmpo,Malcolm Brogdon,Tony Snell,Thon Maker,Matthew Dellavedova,Greg Monroe,Jason Terry,Mirza Teletović,Spencer Hawes,Axel Toupane,Rashad Vaughn,,,
19618,SAS,2017,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Tony Parker,Dewayne Dedmon,Pau Gasol,Patty Mills,Manu Ginóbili,Jonathon Simmons,David Lee,Dāvis Bertāns,,,,
19619,NOP,2017,Jrue Holiday,DeMarcus Cousins,Anthony Davis,Solomon Hill,Hollis Thompson,E'Twaun Moore,Dante Cunningham,Tim Frazier,,,,,,,
19620,MIA,2017,Hassan Whiteside,Goran Dragić,Dion Waiters,Rodney McGruder,Luke Babbitt,James Johnson,Tyler Johnson,Josh Richardson,Wayne Ellington,Willie Reed,Okaro White,,,,
19621,ORL,2017,Terrence Ross,Evan Fournier,Nikola Vučević,Aaron Gordon,Elfrid Payton,D.J. Augustin,Mario Hezonja,Jeff Green,Bismack Biyombo,C.J. Watson,,,,,
19622,NYK,2017,Lance Thomas,Derrick Rose,Courtney Lee,Carmelo Anthony,Kristaps Porziņģis,Justin Holiday,Kyle O'Quinn,Ron Baker,Mindaugas Kuzminskas,Marshall Plumlee,,,,,
19623,PHI,2017,Robert Covington,T.J. McConnell,Nik Stauskas,Dario Šarić,Jahlil Okafor,Richaun Holmes,Timothé Luwawu-Cabarrot,Justin Anderson,Sergio Rodríguez,Justin Harper,,,,,
19624,OKC,2017,Russell Westbrook,Álex Abrines,Andre Roberson,Steven Adams,Domantas Sabonis,Doug McDermott,Enes Freedom,Taj Gibson,Jerami Grant,Norris Cole,,,,,
19625,PHO,2017,Devin Booker,Eric Bledsoe,T.J. Warren,Marquese Chriss,Alex Len,Alan Williams,Jared Dudley,Tyler Ulis,Leandro Barbosa,Derrick Jones Jr.,,,,,
19626,BRK,2017,Brook Lopez,Caris LeVert,Rondae Hollis-Jefferson,Jeremy Lin,Randy Foye,Trevor Booker,Isaiah Whitehead,Sean Kilpatrick,Spencer Dinwiddie,Quincy Acy,K.J. McDaniels,Joe Harris,Andrew Nicholson,,
19627,UTA,2017,Joe Ingles,Gordon Hayward,Derrick Favors,Rudy Gobert,George Hill,Alec Burks,Dante Exum,Trey Lyles,Boris Diaw,Jeff Withey,Raul Neto,,,,
19628,TOR,2017,DeMar DeRozan,Serge Ibaka,Cory Joseph,DeMarre Carroll,Jonas Valančiūnas,Patrick Patterson,Norman Powell,P.J. Tucker,Delon Wright,,,,,,
19629,WAS,2017,John Wall,Markieff Morris,Bradley Beal,Otto Porter Jr.,Marcin Gortat,Bojan Bogdanović,Ian Mahinmi,Kelly Oubre Jr.,Brandon Jennings,Tomáš Satoranský,,,,,
19630,LAC,2017,Blake Griffin,Chris Paul,DeAndre Jordan,Luc Mbah a Moute,J.J. Redick,Jamal Crawford,Austin Rivers,Marreese Speights,Wesley Johnson,Raymond Felton,,,,,
19631,CHI,2017,Jimmy Butler,Dwyane Wade,Robin Lopez,Bobby Portis,Jerian Grant,Rajon Rondo,Nikola Mirotić,Paul Zipser,Cristiano Felício,Denzel Valentine,Cameron Payne,,,,
19632,CHO,2017,Marvin Williams,Kemba Walker,Nicolas Batum,Cody Zeller,Michael Kidd-Gilchrist,Marco Belinelli,Jeremy Lamb,Johnny O'Bryant,Brian Roberts,Christian Wood,,,,,
19633,DEN,2017,Danilo Gallinari,Nikola Jokić,Jameer Nelson,Wilson Chandler,Gary Harris,Will Barton,Jamal Murray,Darrell Arthur,Mason Plumlee,Juancho Hernangómez,,,,,
19634,MEM,2017,Mike Conley,Marc Gasol,JaMychal Green,Tony Allen,Chandler Parsons,Toney Douglas,Vince Carter,Zach Randolph,Troy Daniels,,,,,,
19635,HOU,2017,James Harden,Patrick Beverley,Trevor Ariza,Clint Capela,Ryan Anderson,Eric Gordon,Lou Williams,Sam Dekker,Nenê,,,,,,
19636,CLE,2017,Tristan Thompson,Iman Shumpert,James Jones,Kyle Korver,Deron Williams,DeAndre Liggins,Derrick Williams,Richard Jefferson,Channing Frye,,,,,,
19637,MIA,2017,Hassan Whiteside,Goran Dragić,Dion Waiters,Rodney McGruder,Luke Babbitt,Tyler Johnson,Josh Richardson,Okaro White,Wayne Ellington,James Johnson,Willie Reed,,,,
19638,TOR,2017,Cory Joseph,Serge Ibaka,DeMar DeRozan,Jonas Valančiūnas,DeMarre Carroll,P.J. Tucker,Norman Powell,Patrick Patterson,Delon Wright,Fred VanVleet,Jakob Poeltl,,,,
19639,MIL,2017,Malcolm Brogdon,Giannis Antetokounmpo,Khris Middleton,Tony Snell,Thon Maker,Matthew Dellavedova,Greg Monroe,Jason Terry,Spencer Hawes,Mirza Teletović,,,,,
19640,DET,2017,Marcus Morris,Andre Drummond,Kentavious Caldwell-Pope,Reggie Jackson,Jon Leuer,Tobias Harris,Ish Smith,Stanley Johnson,Reggie Bullock,Aron Baynes,Darrun Hilliard,Boban Marjanović,,,
19641,PHI,2017,Nik Stauskas,Dario Šarić,Robert Covington,Richaun Holmes,T.J. McConnell,Sergio Rodríguez,Justin Anderson,Justin Harper,Timothé Luwawu-Cabarrot,,,,,,
19642,BRK,2017,Brook Lopez,Rondae Hollis-Jefferson,Caris LeVert,Jeremy Lin,Randy Foye,Spencer Dinwiddie,Sean Kilpatrick,Isaiah Whitehead,Trevor Booker,Quincy Acy,K.J. McDaniels,,,,
